,"index of flare start in ""gj1243_master_slc.dat""","index of flare stop in ""gj1243_master_slc.dat""",t_start,t_stop,t_peak,t_rise,t_decay,flux peak,ED,Duration of rise,Duration of decay,Complex flag,# of people that identified flare event exists,# of people that analyzed this month,# of flare template components fit to event,Flare_Duration,Index,Flare_Number,Type,Notes,na,key
129,86910.0,86946.0,909.5198975,909.5444336,909.522644,0.0027466,0.0217896,0.0082634,3.5168931,0.3966694,3.1202238,1.0,6.0,6.0,1.0,35.33198400013134,252,252.0,1.0,,,
130,88528.0,88553.0,910.6356201,910.6526489,910.6376953,0.0020752,0.0149536,0.0163106,5.3705025,0.7118687,4.6586337,1.0,6.0,6.0,1.0,24.52147200006948,256,256.0,1.0,,,
131,89830.0,89870.0,911.5340576,911.5612793,911.5374756,0.003418,0.0238037,0.0204698,8.2777891,0.3500987,7.927691,1.0,6.0,6.0,2.0,39.199248000059015,260,260.0,1.0,,,
132,90288.0,90337.0,911.8500977,911.8841553,911.8630371,0.0129395,0.0211182,0.0206984,6.2018347,0.6642397,5.5375948,1.0,6.0,6.0,2.0,49.04294399997525,263,263.0,1.0,,,
133,90370.0,90401.0,911.9073486,911.9284668,911.9147949,0.0074463,0.0136719,0.0110934,2.846848,0.2675644,2.5792835,1.0,6.0,6.0,1.0,30.410208000066632,264,264.0,1.0,,,
134,91673.0,91707.0,912.8098145,912.8330078,912.812561,0.0027466,0.0204468,0.0246878,5.8617067,0.8320749,5.0296316,1.0,6.0,6.0,2.0,33.3983520000038,267,267.0,1.0,,,
135,91921.0,91947.0,912.980835,912.9985352,912.9828491,0.0020142,0.015686,0.015153,4.9891129,1.2074342,3.7816787,1.0,6.0,6.0,1.0,25.488288000051398,268,268.0,1.0,,,
136,92941.0,92981.0,915.0862427,915.1134644,915.0889282,0.0026855,0.0245361,0.0355443,13.0550137,1.720997,11.3340168,1.0,6.0,6.0,2.0,39.199248000059015,271,271.0,1.0,,,
137,94243.0,94263.0,915.9887085,916.0037231,915.9921265,0.003418,0.0115967,0.0052151,1.8578572,0.5404146,1.3174427,1.0,6.0,6.0,1.0,21.621023999960016,273,273.0,1.0,,,
138,95446.0,95498.0,916.8163452,916.8517456,916.8244629,0.0081177,0.0272827,0.0127548,13.2280798,3.1600342,10.0680456,1.0,6.0,6.0,2.0,50.97657599993909,275,275.0,1.0,,,
139,96774.0,96804.0,917.7331543,917.7542725,917.7344971,0.0013428,0.0197754,0.0189812,5.5121775,0.4818704,5.0303073,1.0,6.0,6.0,1.0,30.410207999902923,278,278.0,1.0,,,
140,97625.0,97651.0,918.4088135,918.4265137,918.4115601,0.0027466,0.0149536,0.0116079,2.5897493,0.6456104,1.9441389,1.0,6.0,6.0,1.0,25.488288000051398,280,280.0,1.0,,,
141,99869.0,99912.0,919.9515991,919.9815674,919.961853,0.0102539,0.0197144,0.0184398,4.4044194,0.6632493,3.7411699,1.0,6.0,6.0,1.0,43.15435200009233,283,283.0,1.0,,,
142,101332.0,101353.0,920.9719238,920.9862671,920.9746704,0.0027466,0.0115967,0.0166509,3.9662359,1.3274822,2.6387537,1.0,6.0,6.0,1.0,20.654351999928622,289,289.0,1.0,,,
143,101608.0,101680.0,921.1619873,921.211731,921.1776733,0.015686,0.0340576,0.0566688,34.1181641,6.6896963,27.4284668,1.0,6.0,6.0,2.0,71.63092800003142,291,291.0,1.0,,,
144,101917.0,101954.0,921.3758545,921.401062,921.3826904,0.0068359,0.0183716,0.017928,5.5501776,0.9550056,4.5951719,1.0,6.0,6.0,3.0,36.29880000011326,293,293.0,1.0,,,
145,102466.0,102497.0,921.7525635,921.774353,921.7559204,0.0033569,0.0184326,0.0045627,1.6267793,0.2420553,1.3847241,1.0,6.0,6.0,1.0,31.376880000098026,295,295.0,2.0,adjust start_stop times,,
146,102588.0,102615.0,921.8363037,921.8547363,921.8383789,0.0020752,0.0163574,0.0038686,2.2581968,0.3617805,1.8964162,1.0,6.0,6.0,1.0,26.54294399997525,296,296.0,1.0,,,
147,103297.0,103336.0,922.3233032,922.3499146,922.3260498,0.0027466,0.0238647,0.0562494,20.3827305,4.8836908,15.4990396,1.0,6.0,6.0,1.0,38.320415999969555,298,298.0,1.0,,,
148,103614.0,103637.0,922.5405884,922.5562744,922.5419922,0.0014038,0.0142822,0.0039387,0.8729607,0.1757752,0.6971854,1.0,6.0,6.0,1.0,22.587839999941934,299,299.0,2.0,adjust start_stop times,,
149,104443.0,104470.0,923.1087036,923.128418,923.1113892,0.0026855,0.0170288,0.0261538,5.3609343,1.3717859,3.9891486,1.0,6.0,6.0,3.0,28.388735999997152,301,301.0,1.0,,,
150,104600.0,104639.0,923.2190552,923.2456055,923.2279053,0.0088501,0.0177002,0.0249293,6.8817406,1.5552294,5.3265114,1.0,6.0,6.0,1.0,38.2324320000771,303,303.0,1.0,,,
151,104821.0,104853.0,923.371582,923.394104,923.3736572,0.0020752,0.0204468,0.0352319,9.8557901,0.8659568,8.9898338,1.0,6.0,6.0,2.0,32.4316799999724,305,305.0,1.0,,,
152,105958.0,106000.0,924.2706909,924.2993164,924.2727661,0.0020752,0.0265503,0.0251029,12.6025829,0.5830751,12.0195084,1.0,6.0,6.0,2.0,41.220719999964786,309,309.0,1.0,,,
153,106111.0,106141.0,924.3756104,924.3967285,924.3783569,0.0027466,0.0183716,0.0055404,3.4717679,0.5049927,2.9667752,1.0,6.0,6.0,1.0,30.4100639999524,310,310.0,1.0,,,
154,106655.0,106706.0,924.7509155,924.7863159,924.7543335,0.003418,0.0319824,0.0122481,7.6426926,1.7710388,5.8716536,1.0,6.0,6.0,1.0,50.97657599993909,313,313.0,1.0,,,
155,107433.0,107476.0,925.2876587,925.3169556,925.2903442,0.0026855,0.0266113,0.0256155,9.9764404,0.8646722,9.1117678,1.0,6.0,6.0,2.0,42.18753600011041,314,314.0,1.0,,,
156,108887.0,108920.0,926.291626,926.3148193,926.2937012,0.0020752,0.0211182,0.0201653,3.8427005,1.1101227,2.7325778,1.0,6.0,6.0,1.0,33.3983520000038,317,317.0,1.0,,,
157,112080.0,112104.0,928.8786011,928.8956299,928.8799438,0.0013428,0.015686,0.016899,5.6747918,0.9549958,4.7197962,1.0,6.0,6.0,1.0,24.52147200006948,325,325.0,1.0,,,
158,113528.0,113584.0,930.0249634,930.0644531,930.0269775,0.0020142,0.0374756,0.0187431,15.6908665,1.0469443,14.6439219,1.0,6.0,6.0,2.0,56.865167999985715,331,331.0,1.0,,,
159,113631.0,113668.0,930.097168,930.1230469,930.0999146,0.0027466,0.0231323,0.0349788,12.331069,2.0038331,10.3272362,1.0,6.0,6.0,2.0,37.26561599993147,332,332.0,1.0,,,
160,114818.0,114850.0,930.9329224,930.9547119,930.9370117,0.0040894,0.0177002,0.0114407,4.0668449,0.5489609,3.5178838,1.0,6.0,6.0,1.0,31.376879999934317,334,334.0,1.0,,,
161,115020.0,115043.0,931.071167,931.086853,931.0807495,0.0095825,0.0061035,0.019641,2.3613825,0.6070329,1.7543495,1.0,6.0,6.0,1.0,22.587840000105643,335,335.0,2.0,,,
162,116332.0,116365.0,931.9723511,931.994812,931.9736938,0.0013428,0.0211182,0.0281561,7.9019938,0.7961931,7.1058006,1.0,6.0,6.0,1.0,32.343696000079944,336,336.0,1.0,,,
163,116522.0,116559.0,932.1030884,932.1282959,932.1051636,0.0020752,0.0231323,0.0185734,7.6854873,0.4366943,7.2487926,1.0,6.0,6.0,2.0,36.29879999994955,337,337.0,1.0,,,
164,120702.0,120762.0,935.2485962,935.2901611,935.2513428,0.0027466,0.0388184,0.0261892,13.5769386,1.1759133,12.4010248,1.0,6.0,6.0,2.0,59.85345600003711,345,345.0,1.0,,,
165,122521.0,122547.0,936.6776123,936.6953125,936.6796265,0.0020142,0.015686,0.0198319,5.1800289,1.3732971,3.8067319,1.0,6.0,6.0,1.0,25.488288000051398,348,348.0,1.0,,,
166,123684.0,123704.0,938.3164062,938.3307495,938.3178101,0.0014038,0.0129395,0.0147548,3.3796682,0.8730816,2.5065868,1.0,7.0,7.0,1.0,20.65435200009233,349,349.0,1.0,,,
167,128855.0,128883.0,941.9359741,941.9556885,941.9386597,0.0026855,0.0170288,0.0182962,4.344027,1.0363668,3.3076603,1.0,7.0,7.0,1.0,28.388735999997152,353,353.0,1.0,,,
168,129319.0,129385.0,942.2758179,942.3221436,942.2792358,0.003418,0.0429077,0.0474986,26.6294785,4.853518,21.7759609,1.0,7.0,7.0,1.0,66.70900800001618,354,354.0,1.0,,,
169,131941.0,131993.0,944.1312256,944.1673584,944.1333008,0.0020752,0.0340576,0.0211574,16.2142067,1.2840059,14.9302015,1.0,7.0,7.0,2.0,52.03123200002665,357,357.0,1.0,,,
170,134655.0,134682.0,946.1494141,946.1685181,946.1508179,0.0014038,0.0177002,0.0182548,4.4642167,1.0569683,3.4072483,1.0,7.0,7.0,1.0,27.509760000120878,361,361.0,1.0,,,
171,135855.0,135890.0,946.9769897,947.0015259,946.9804077,0.003418,0.0211182,0.015869,7.1434469,1.5289553,5.6144919,1.0,7.0,7.0,1.0,35.332128000081866,362,362.0,1.0,,,
172,138671.0,138695.0,948.9556885,948.9727173,948.9584351,0.0027466,0.0142822,0.0077808,3.1256037,0.5086868,2.6169169,1.0,7.0,7.0,1.0,24.52147200006948,364,364.0,1.0,,,
173,138868.0,138927.0,949.0919189,949.1334839,949.0994263,0.0075073,0.0340576,0.0119121,10.1289015,1.4570572,8.6718445,1.0,7.0,7.0,1.0,59.85359999998764,365,365.0,1.0,,,
174,140189.0,140211.0,950.0421143,950.0577393,950.043457,0.0013428,0.0142822,0.0124634,2.9508142,0.751164,2.1996503,1.0,7.0,7.0,1.0,22.5,367,367.0,1.0,,,
175,143998.0,144042.0,952.6958008,952.7264404,952.6978149,0.0020142,0.0286255,0.0270262,15.3433123,0.8160561,14.527256,1.0,7.0,7.0,2.0,44.121023999960016,371,371.0,1.0,,,
176,145329.0,145355.0,953.6500244,953.6677246,953.6520996,0.0020752,0.015625,0.0099886,3.3878703,0.3844721,3.0033982,1.0,7.0,7.0,1.0,25.488288000051398,375,375.0,1.0,,,
177,145450.0,145483.0,953.7324219,953.7556152,953.7344971,0.0020752,0.0211182,0.0063965,2.5235457,0.4661771,2.0573685,1.0,7.0,7.0,1.0,33.3983520000038,376,376.0,1.0,,,
178,145800.0,145835.0,953.9973755,954.022583,953.9994507,0.0020752,0.0231323,0.0368286,9.8064795,2.1201744,7.6863055,1.0,7.0,7.0,1.0,36.29880000011326,378,378.0,1.0,,,
179,146280.0,146303.0,954.348877,954.364563,954.3556519,0.0067749,0.0089111,0.0150074,2.7678494,0.9582345,1.809615,1.0,7.0,7.0,2.0,22.587839999941934,380,380.0,2.0,,,
180,147971.0,147995.0,955.5421753,955.5592041,955.5435791,0.0014038,0.015625,0.0233062,8.3305655,1.470459,6.8601069,1.0,7.0,7.0,2.0,24.52147199990577,382,382.0,1.0,,,
181,148258.0,148283.0,955.7397461,955.7567749,955.7417603,0.0020142,0.0150146,0.0140539,3.8502555,0.7036274,3.1466281,1.0,7.0,7.0,2.0,24.52147199990577,384,384.0,1.0,,,
182,154988.0,155045.0,960.4796753,960.519165,960.4851074,0.0054321,0.0340576,0.0492829,14.7085457,3.8276634,10.8808823,1.0,7.0,7.0,2.0,56.865167999985715,392,392.0,1.0,,,
183,156038.0,156090.0,961.230957,961.2670288,961.2370605,0.0061035,0.0299683,0.0155601,10.6189528,1.302725,9.316227,1.0,7.0,7.0,3.0,51.943392000084714,393,393.0,1.0,,,
184,157225.0,157245.0,962.0708008,962.0857544,962.0809937,0.0101929,0.0047607,0.0053043,1.5431285,0.7783513,0.7647772,1.0,7.0,7.0,1.0,21.533184000018082,395,395.0,2.0,,,
185,159572.0,159597.0,963.7327271,963.7497559,963.7354736,0.0027466,0.0142822,0.0220411,4.7462201,1.5564848,3.1897354,1.0,7.0,7.0,1.0,24.52147199990577,400,400.0,1.0,,,
186,161483.0,161537.0,965.0942993,965.1324463,965.0963135,0.0020142,0.0361328,0.0649085,26.5337963,3.8324361,22.7013607,1.0,7.0,7.0,2.0,54.9316799999724,403,403.0,1.0,,,
187,161606.0,161637.0,965.1807861,965.2032471,965.1828613,0.0020752,0.0203857,0.0355203,8.7600784,2.0771773,6.6829009,1.0,7.0,7.0,2.0,32.34384000003047,404,404.0,1.0,,,
188,162090.0,162143.0,965.5151978,965.5526733,965.5233765,0.0081787,0.0292969,0.0177096,7.5372581,0.6208727,6.9163857,1.0,7.0,7.0,2.0,53.96472000003996,405,405.0,1.0,,,
189,162305.0,162339.0,965.6657715,965.6889038,965.6739502,0.0081787,0.0149536,0.0124693,5.4729862,1.6622858,3.8107004,1.0,7.0,7.0,2.0,33.31051200006186,406,406.0,1.0,,,
190,162438.0,162470.0,965.7563477,965.7788086,965.7583618,0.0020142,0.0204468,0.0164879,5.1729097,0.4377338,4.7351761,1.0,7.0,7.0,1.0,32.343696000079944,407,407.0,1.0,,,
191,170163.0,170194.0,972.1384277,972.1595459,972.1405029,0.0020752,0.019043,0.0230818,9.4293098,1.7839463,7.6453633,1.0,7.0,7.0,1.0,30.410208000066632,415,415.0,1.0,,,
192,171754.0,171799.0,973.2363892,973.2670288,973.2398071,0.003418,0.0272217,0.0119178,7.2406855,1.2546964,5.9859891,1.0,7.0,7.0,1.0,44.121024000123725,417,417.0,1.0,,,
193,173045.0,173066.0,974.1266479,974.1409302,974.1286621,0.0020142,0.0122681,0.0196941,5.5678267,1.2281717,4.3396549,1.0,7.0,7.0,3.0,20.566511999986687,419,419.0,1.0,,,
194,173882.0,173941.0,974.7035522,974.7437134,974.7164917,0.0129395,0.0272217,0.0205292,12.812789,2.4465246,10.3662643,1.0,7.0,7.0,3.0,57.832128000081866,422,422.0,2.0,,,
195,174316.0,174343.0,975.008667,975.0284424,975.0140991,0.0054321,0.0143433,0.0060538,3.3930659,1.1575509,2.2355149,1.0,7.0,7.0,1.0,28.476576000102796,423,423.0,1.0,,,
196,175945.0,175965.0,976.1352539,976.1495361,976.1372681,0.0020142,0.0122681,0.0052416,2.0103199,0.1449969,1.8653229,1.0,7.0,7.0,1.0,20.566368000036164,426,426.0,1.0,,,
197,178020.0,178055.0,977.5744629,977.598938,977.5785522,0.0040894,0.0203857,0.0175498,7.7465301,0.9165475,6.8299823,1.0,7.0,7.0,2.0,35.2441440000257,429,429.0,1.0,,,
198,178593.0,178614.0,977.9776611,977.9919434,977.9830933,0.0054321,0.0088501,0.0125523,2.2385488,0.4068124,1.8317364,1.0,7.0,7.0,1.0,20.566511999986687,430,430.0,1.0,,,
199,178730.0,178765.0,978.0716553,978.0968628,978.0757446,0.0040894,0.0211182,0.0164057,7.8544264,1.2508172,6.6036091,1.0,7.0,7.0,3.0,36.29880000011326,432,432.0,1.0,,,
200,184793.0,184815.0,982.2659912,982.2816162,982.2720947,0.0061035,0.0095215,0.0290026,3.7895057,0.5752108,3.2142949,1.0,7.0,7.0,1.0,22.5,438,438.0,1.0,,,
201,185095.0,185118.0,982.4743652,982.4900513,982.4764404,0.0020752,0.0136108,0.020477,3.7572837,1.6277399,2.1295435,1.0,7.0,7.0,1.0,22.587984000056167,439,439.0,1.0,,,
202,186748.0,186795.0,983.6098022,983.6431885,983.614563,0.0047607,0.0286255,0.0231347,9.1311369,1.5601453,7.570992,1.0,7.0,7.0,2.0,48.076271999943856,443,443.0,1.0,,,
203,186819.0,186850.0,983.6595459,983.6820068,983.6643066,0.0047607,0.0177002,0.03305,7.0454955,2.2709091,4.7745867,1.0,7.0,7.0,2.0,32.343695999916235,444,444.0,1.0,,,
204,187237.0,187274.0,983.9551392,983.9816895,983.9598999,0.0047607,0.0217896,0.0122988,7.6574106,0.7511008,6.9063096,1.0,7.0,7.0,2.0,38.2324320000771,446,446.0,1.0,,,
205,188468.0,188501.0,984.8024292,984.8248901,984.8051758,0.0027466,0.0197144,0.0153738,3.1814098,0.5599477,2.6214621,1.0,7.0,7.0,1.0,32.343695999916235,448,448.0,1.0,,,
206,189314.0,189365.0,985.3800049,985.4147339,985.3868408,0.0068359,0.0278931,0.0308411,20.2334843,3.1775625,17.0559216,1.0,7.0,7.0,1.0,50.00975999995717,450,450.0,1.0,,,
207,189590.0,189610.0,985.5707397,985.585022,985.5720825,0.0013428,0.0129395,0.0193561,4.9388609,1.0335985,3.9052625,1.0,7.0,7.0,2.0,20.566511999986687,451,451.0,1.0,,,
208,191001.0,191041.0,986.5494995,986.5773926,986.5508423,0.0013428,0.0265503,0.0262619,7.4620528,1.4020089,6.0600438,1.0,7.0,7.0,1.0,40.16606400004093,454,454.0,1.0,,,
209,191892.0,191932.0,987.1693115,987.1972046,987.1747437,0.0054321,0.0224609,0.0112224,6.7340302,0.8073564,5.9266739,1.0,7.0,7.0,1.0,40.166063999877224,455,455.0,1.0,,,
210,192915.0,192952.0,987.8721924,987.8987427,987.8742676,0.0020752,0.0244751,0.0340469,10.0484114,1.983333,8.0650787,1.0,7.0,7.0,1.0,38.23243199991339,457,457.0,1.0,,,
211,193355.0,193388.0,988.1759644,988.1991577,988.1793823,0.003418,0.0197754,0.0365177,13.9420824,3.355552,10.5865297,1.0,7.0,7.0,2.0,33.3983520000038,458,458.0,1.0,,,
212,195100.0,195120.0,989.380188,989.3944702,989.383606,0.003418,0.0108643,0.0151819,3.1748943,0.4967699,2.6781244,1.0,7.0,7.0,2.0,20.566368000036164,461,461.0,1.0,,,
213,195364.0,195393.0,989.5627441,989.5824585,989.5654297,0.0026855,0.0170288,0.0110466,2.5772288,1.0496826,1.527546,1.0,7.0,7.0,1.0,28.388735999997152,462,462.0,2.0,,,
214,196316.0,196373.0,990.2233887,990.2636108,990.2417603,0.0183716,0.0218506,0.0225223,10.3555231,3.8411996,6.5143237,1.0,7.0,7.0,2.0,57.91982400007328,465,465.0,2.0,,,
215,196606.0,196632.0,990.4243164,990.442688,990.4256592,0.0013428,0.0170288,0.023395,8.5111313,1.4633461,7.0477848,1.0,7.0,7.0,1.0,26.455104000033316,466,466.0,1.0,,,
216,197383.0,197404.0,990.9589844,990.973999,990.9603882,0.0014038,0.0136108,0.0153828,4.2299776,0.9093542,3.3206234,1.0,7.0,7.0,2.0,21.621024000123725,467,467.0,1.0,,,
217,197524.0,197558.0,991.0563965,991.0795288,991.0611572,0.0047607,0.0183716,0.0409872,12.0310688,4.6731014,7.3579674,1.0,7.0,7.0,2.0,33.31051200006186,468,468.0,1.0,,,
218,201246.0,201284.0,993.675293,993.7018433,993.6786499,0.0033569,0.0231934,0.017838,6.3398738,0.8590155,5.4808583,1.0,7.0,7.0,1.0,38.23243199991339,474,474.0,1.0,,,
219,201479.0,201500.0,993.8346558,993.8496094,993.8387451,0.0040894,0.0108643,0.0082178,2.4591775,0.3535712,2.1056063,1.0,7.0,7.0,1.0,21.533184000018082,475,475.0,1.0,,,
220,205228.0,205273.0,996.5332031,996.5651855,996.5372925,0.0040894,0.0278931,0.0430386,21.558567,3.2935317,18.2650337,1.0,7.0,7.0,2.0,46.05465599992385,482,482.0,1.0,,,
221,206390.0,206415.0,997.3287354,997.3457642,997.3334961,0.0047607,0.0122681,0.0131149,3.0236158,0.4753784,2.5482376,1.0,7.0,7.0,1.0,24.52147199990577,483,483.0,1.0,,,
222,207331.0,207360.0,997.9778442,997.9975586,997.9839478,0.0061035,0.0136108,0.0126288,3.8138559,0.575815,3.2380409,1.0,7.0,7.0,1.0,28.388735999997152,485,485.0,1.0,,,
223,208079.0,208134.0,998.4920654,998.529541,998.4954834,0.003418,0.0340576,0.014451,11.081461,0.9813424,10.1001186,1.0,7.0,7.0,1.0,53.964863999990484,486,486.0,1.0,,,
224,211385.0,211426.0,1099.8990479,1099.9276123,1099.901123,0.0020752,0.0264893,0.0439667,14.3567982,2.869374,11.4874239,1.0,6.0,6.0,2.0,41.13273600007233,493,493.0,1.0,,,
225,213874.0,213908.0,1101.6229248,1101.6474609,1101.6263428,0.003418,0.0211182,0.0103463,6.8914342,1.151288,5.7401462,1.0,6.0,6.0,2.0,35.33198399996763,497,497.0,1.0,,,
226,213928.0,213972.0,1101.6610107,1101.6923828,1101.6644287,0.003418,0.0279541,0.0259789,14.4312334,4.3461409,10.0850925,1.0,6.0,6.0,1.0,45.1758239999981,498,498.0,1.0,,,
227,214733.0,214755.0,1102.2154541,1102.2304688,1102.2181396,0.0026855,0.0123291,0.0058196,3.0412209,0.7262934,2.3149273,1.0,6.0,6.0,1.0,21.62116799991054,499,499.0,1.0,,,
228,215478.0,215499.0,1102.7290039,1102.7446289,1102.7330322,0.0040283,0.0115967,0.0053149,1.6817042,0.4555796,1.2261246,1.0,6.0,6.0,1.0,22.5,501,501.0,1.0,,,
229,216197.0,216237.0,1103.2227783,1103.25,1103.2254639,0.0026855,0.0245361,0.0663807,29.6269379,5.3361034,24.2908344,1.0,6.0,6.0,2.0,39.199247999895306,503,503.0,1.0,,,
230,218327.0,218391.0,1104.9541016,1104.9984131,1104.9561768,0.0020752,0.0422363,0.022551,15.7095242,1.3012207,14.4083033,1.0,6.0,6.0,2.0,63.80856000007043,507,507.0,1.0,,,
231,220677.0,220705.0,1106.5738525,1106.5935059,1106.5765381,0.0026855,0.0169678,0.0159501,6.5502348,2.108103,4.4421315,1.0,6.0,6.0,1.0,28.300896000218927,514,514.0,1.0,,,
232,220782.0,220803.0,1106.6459961,1106.6610107,1106.6480713,0.0020752,0.0129395,0.0083078,3.7103441,0.6667541,3.0435901,1.0,6.0,6.0,1.0,21.621023999796307,515,515.0,1.0,,,
233,220925.0,220948.0,1106.7460938,1106.7624512,1106.7495117,0.003418,0.0129395,0.0049023,1.8384001,0.3871806,1.4512196,1.0,6.0,6.0,1.0,23.55465600008756,516,516.0,1.0,,,
234,221791.0,221812.0,1107.4346924,1107.4489746,1107.4381104,0.003418,0.0108643,0.0180734,5.3436375,2.1343679,3.2092695,1.0,6.0,6.0,2.0,20.566368000036164,517,517.0,1.0,,,
235,222678.0,222720.0,1108.0443115,1108.072876,1108.0551758,0.0108643,0.0177002,0.0123388,7.2166371,1.8744998,5.3421373,1.0,6.0,6.0,2.0,41.13287999985914,518,518.0,1.0,,,
236,223700.0,223725.0,1108.74646,1108.7641602,1108.7492676,0.0028076,0.0148926,0.022295,6.5937219,2.6529458,3.9407763,1.0,6.0,6.0,2.0,25.488288000051398,521,521.0,1.0,,,
237,226420.0,226480.0,1110.84021,1110.8817139,1110.8436279,0.003418,0.0380859,0.0677502,24.8489838,4.9655108,19.8834724,1.0,6.0,6.0,3.0,59.76561599993147,530,530.0,1.0,,,
238,226593.0,226615.0,1110.9587402,1110.9743652,1110.960083,0.0013428,0.0142822,0.0258375,6.1257024,1.5732408,4.5524616,1.0,6.0,6.0,1.0,22.5,531,531.0,1.0,,,
239,227585.0,227618.0,1111.6397705,1111.6629639,1111.6445312,0.0047607,0.0184326,0.0418255,12.6781483,7.2063093,5.4718394,1.0,6.0,6.0,1.0,33.39849600011803,534,534.0,1.0,,,
240,227725.0,227757.0,1111.7365723,1111.7590332,1111.7399902,0.003418,0.019043,0.0633707,17.8410015,8.8304348,9.0105667,1.0,6.0,6.0,1.0,32.343695999916235,536,536.0,1.0,,,
241,228882.0,228910.0,1112.5368652,1112.5565186,1112.538208,0.0013428,0.0183105,0.0190055,4.4482288,0.5934837,3.8547451,1.0,6.0,6.0,2.0,28.30089599989151,538,538.0,2.0,,,
242,229098.0,229147.0,1112.6866455,1112.7207031,1112.6907959,0.0041504,0.0299072,0.0486735,31.5307236,8.0838375,23.4468861,1.0,6.0,6.0,2.0,49.04294400013896,539,539.0,1.0,,,
243,231024.0,231045.0,1114.1422119,1114.1578369,1114.1435547,0.0013428,0.0142822,0.0236002,4.0509901,1.4102564,2.640734,1.0,6.0,6.0,1.0,22.5,546,546.0,2.0,,,
244,231059.0,231086.0,1114.1673584,1114.1864014,1114.1687012,0.0013428,0.0177002,0.0455698,9.3366385,1.1800196,8.1566191,1.0,6.0,6.0,1.0,27.421920000015234,547,547.0,1.0,,,
245,232544.0,232586.0,1115.1986084,1115.2279053,1115.2012939,0.0026855,0.0266113,0.0978135,47.3791428,4.5572968,42.821846,1.0,6.0,6.0,2.0,42.187535999946704,548,548.0,1.0,,,
246,233014.0,233039.0,1115.5228271,1115.5405273,1115.5255127,0.0026855,0.0150146,0.0156062,4.3519483,0.8967822,3.4551659,1.0,6.0,6.0,1.0,25.48828799972398,550,550.0,1.0,,,
247,234145.0,234165.0,1116.4232178,1116.4375,1116.4245605,0.0013428,0.0129395,0.0173581,4.0250502,1.0198649,3.0051851,1.0,6.0,6.0,1.0,20.566368000036164,554,554.0,1.0,,,
248,235469.0,235512.0,1119.486084,1119.5167236,1119.489502,0.003418,0.0272217,0.1477042,38.0174408,9.2874784,28.7299614,1.0,6.0,6.0,2.0,44.121024000123725,556,556.0,1.0,,,
249,235919.0,235944.0,1119.7973633,1119.8150635,1119.8000488,0.0026855,0.0150146,0.0133771,4.4643412,1.3496307,3.1147106,1.0,6.0,6.0,1.0,25.488288000051398,557,557.0,1.0,,,
250,236697.0,236728.0,1120.3354492,1120.3579102,1120.3375244,0.0020752,0.0203857,0.0175978,7.4833565,1.0207773,6.4625793,1.0,6.0,6.0,1.0,32.34384000003047,558,558.0,1.0,,,
251,237053.0,237091.0,1120.5799561,1120.6065674,1120.5955811,0.015625,0.0109863,0.0149636,4.6252508,2.4969189,2.1283319,1.0,6.0,6.0,2.0,38.32027200001903,560,560.0,2.0,,,
252,237289.0,237320.0,1120.741333,1120.7631836,1120.7434082,0.0020752,0.0197754,0.0652718,17.2894344,5.3102212,11.9792128,1.0,6.0,6.0,2.0,31.464864000154193,561,561.0,1.0,,,
253,241246.0,241296.0,1124.4731445,1124.5085449,1124.4765625,0.003418,0.0319824,0.0395939,36.3850479,4.5477486,31.8372993,1.0,6.0,6.0,2.0,50.976576000102796,568,568.0,1.0,,,
254,248585.0,248610.0,1130.2884521,1130.3061523,1130.2911377,0.0026855,0.0150146,0.0113884,5.0343165,0.6669956,4.367321,1.0,7.0,7.0,1.0,25.48828799972398,576,576.0,1.0,,,
255,248955.0,248987.0,1130.5418701,1130.5643311,1130.5487061,0.0068359,0.015625,0.0135562,5.0176563,1.2763828,3.7412734,1.0,8.0,7.0,2.0,32.34383999970305,577,577.0,1.0,,,
256,250257.0,250320.0,1131.4334717,1131.4770508,1131.440918,0.0074463,0.0361328,0.1772353,113.9384613,23.8318939,90.1065674,1.0,7.0,7.0,3.0,62.75390399998287,578,578.0,1.0,,,
257,250407.0,250428.0,1131.5362549,1131.5505371,1131.5383301,0.0020752,0.012207,0.0182153,4.5798359,1.6413552,2.9384806,1.0,7.0,7.0,1.0,20.566368000036164,579,579.0,2.0,,,
258,250842.0,250888.0,1131.8353271,1131.8673096,1131.838623,0.0032959,0.0286865,0.024258,12.1750193,1.8263079,10.348712,1.0,7.0,7.0,2.0,46.054799999874376,580,580.0,2.0,,,
259,251298.0,251332.0,1132.1574707,1132.1820068,1132.161499,0.0040283,0.0205078,0.0121899,6.2900443,2.2859383,4.0041056,1.0,7.0,7.0,1.0,35.33198399996763,582,582.0,1.0,,,
260,251506.0,251534.0,1132.3024902,1132.3215332,1132.3045654,0.0020752,0.0169678,0.0157985,4.684689,1.3753937,3.3092952,1.0,7.0,7.0,1.0,27.421920000015234,583,583.0,1.0,,,
261,252570.0,252600.0,1133.0360107,1133.0571289,1133.0374756,0.0014648,0.0196533,0.0249736,11.3440428,1.6740346,9.6700077,1.0,7.0,7.0,2.0,30.410208000066632,586,586.0,1.0,,,
262,255758.0,255785.0,1135.2578125,1135.2769775,1135.2606201,0.0028076,0.0163574,0.0183449,9.1834698,1.679504,7.5039659,1.0,7.0,7.0,2.0,27.597599999899103,588,588.0,1.0,,,
