,"index of flare start in ""gj1243_master_slc.dat""","index of flare stop in ""gj1243_master_slc.dat""",t_start,t_stop,t_peak,t_rise,t_decay,flux peak,ED,Duration of rise,Duration of decay,Complex flag,# of people that identified flare event exists,# of people that analyzed this month,# of flare template components fit to event,Flare_Duration,Index,Flare_Number,Type,Notes,na,key
263,257081.0,257132.0,1136.1650391,1136.2005615,1136.168457,0.003418,0.0321045,0.0414702,32.8084564,4.5002337,28.3082218,1.0,7.0,7.0,2.0,51.152255999986664,590,590.0,1.0,,,
264,258631.0,258666.0,1137.2290039,1137.25354,1137.2344971,0.0054932,0.019043,0.012529,7.8684525,2.1379642,5.7304883,1.0,7.0,7.0,2.0,35.33198399996763,596,596.0,1.0,,,
265,259866.0,259888.0,1138.0831299,1138.0987549,1138.0844727,0.0013428,0.0142822,0.025088,5.8136544,1.5037473,4.3099074,1.0,7.0,7.0,1.0,22.5,597,597.0,1.0,,,
266,260312.0,260347.0,1138.3909912,1138.4155273,1138.3936768,0.0026855,0.0218506,0.0223466,11.4183426,1.5841924,9.8341503,1.0,7.0,7.0,3.0,35.33198399996763,598,598.0,2.0,,,
267,263794.0,263814.0,1140.7789307,1140.7932129,1140.7817383,0.0028076,0.0114746,0.0104422,3.5500071,1.4201442,2.1298628,1.0,7.0,7.0,1.0,20.566368000036164,604,604.0,1.0,,,
268,263865.0,263885.0,1140.8280029,1140.8422852,1140.8300781,0.0020752,0.012207,0.0386955,11.0465755,1.3203725,9.7262039,1.0,7.0,7.0,2.0,20.566512000150396,605,605.0,1.0,,,
269,264107.0,264160.0,1141.0057373,1141.0432129,1141.0091553,0.003418,0.0340576,0.1267555,59.4910545,12.5597315,46.9313202,1.0,7.0,7.0,3.0,53.96486400015419,607,607.0,1.0,,,
270,264193.0,264215.0,1141.0656738,1141.0806885,1141.067749,0.0020752,0.0129395,0.0106178,2.6824863,0.7285019,1.9539843,1.0,7.0,7.0,1.0,21.62116799991054,608,608.0,1.0,,,
271,264634.0,264668.0,1141.3681641,1141.3925781,1141.3701172,0.0019531,0.0224609,0.0074591,4.8613,0.1777479,4.6835518,1.0,7.0,7.0,2.0,35.15615999996953,610,610.0,1.0,,,
272,267138.0,267175.0,1143.0844727,1143.1097412,1143.0872803,0.0028076,0.0224609,0.0363173,15.948698,1.7761847,14.172513,1.0,7.0,7.0,2.0,36.38663999972778,615,615.0,1.0,,,
273,268543.0,268565.0,1144.0592041,1144.0742188,1144.0605469,0.0013428,0.0136719,0.0146673,5.1575146,0.4764524,4.6810622,1.0,7.0,7.0,2.0,21.62116799991054,620,620.0,1.0,,,
274,270574.0,270609.0,1145.4487305,1145.4731445,1145.4506836,0.0019531,0.0224609,0.0257571,8.6615238,1.5868623,7.0746613,1.0,7.0,7.0,1.0,35.15615999996953,623,623.0,1.0,,,
275,273755.0,273785.0,1147.6418457,1147.6629639,1147.6431885,0.0013428,0.0197754,0.0487587,14.8728609,2.9023507,11.9705105,1.0,7.0,7.0,2.0,30.410208000066632,625,625.0,1.0,,,
276,275357.0,275390.0,1148.7438965,1148.7663574,1148.7459717,0.0020752,0.0203857,0.0213442,7.3203039,0.8196828,6.5006213,1.0,7.0,7.0,2.0,32.34369600024365,627,627.0,1.0,,,
277,276089.0,276117.0,1149.2445068,1149.2636719,1149.2459717,0.0014648,0.0177002,0.0123444,3.7313073,0.3902411,3.3410661,1.0,7.0,7.0,2.0,27.597744000013336,629,629.0,1.0,,,
278,277527.0,277575.0,1150.2355957,1150.2689209,1150.239624,0.0040283,0.0292969,0.0714509,27.7843094,4.8783736,22.9059372,1.0,7.0,7.0,2.0,47.9882880000514,631,631.0,1.0,,,
279,280462.0,280497.0,1152.255127,1152.2802734,1152.2585449,0.003418,0.0217285,0.0579532,21.4216957,4.9666424,16.4550533,1.0,7.0,7.0,2.0,36.21081600005709,636,636.0,1.0,,,
280,280546.0,280581.0,1152.3137207,1152.3381348,1152.3156738,0.0019531,0.0224609,0.0252746,12.6095629,1.4328632,11.1766996,1.0,7.0,7.0,2.0,35.156304000083765,637,637.0,1.0,,,
281,281224.0,281263.0,1152.7884521,1152.8156738,1152.7918701,0.003418,0.0238037,0.0515816,24.0427647,4.6101661,19.4326,1.0,7.0,7.0,2.0,39.199247999895306,639,639.0,1.0,,,
282,282322.0,282346.0,1153.5430908,1153.5601807,1153.5444336,0.0013428,0.0157471,0.0250873,6.0594211,1.3956836,4.6637373,1.0,7.0,7.0,1.0,24.609455999961938,642,642.0,1.0,,,
283,282759.0,282780.0,1153.8441162,1153.8591309,1153.8469238,0.0028076,0.012207,0.0124694,4.8988857,1.6850375,3.2138481,1.0,7.0,7.0,1.0,21.621168000237958,644,644.0,1.0,,,
284,285343.0,285367.0,1156.5413818,1156.559082,1156.5427246,0.0013428,0.0163574,0.0542119,15.2629347,3.0096319,12.2533026,1.0,6.0,6.0,2.0,25.488288000051398,650,650.0,1.0,,,
285,290298.0,290317.0,1159.9749756,1159.9987793,1159.9783936,0.003418,0.0203857,0.0174326,7.3137174,1.4201922,5.8935251,1.0,6.0,6.0,2.0,34.27732799988007,658,658.0,1.0,,,
286,290454.0,290481.0,1160.092041,1160.1112061,1160.1015625,0.0095215,0.0096436,0.0047823,1.2191459,0.3573515,0.8617945,1.0,6.0,6.0,1.0,27.597743999685918,660,660.0,2.0,,,
287,291546.0,291574.0,1165.3551025,1165.3756104,1165.3564453,0.0013428,0.019165,0.0082071,2.7892785,0.1138733,2.675405,1.0,6.0,6.0,1.0,29.531375999977172,663,663.0,2.0,,,
288,292129.0,292150.0,1165.7597656,1165.7740479,1165.7617188,0.0019531,0.0123291,0.0174511,5.2453613,0.6389338,4.6064277,1.0,6.0,6.0,2.0,20.56651199982298,664,664.0,1.0,,,
289,295773.0,295814.0,1168.3425293,1168.3718262,1168.3446045,0.0020752,0.0272217,0.039884,18.320219,1.138034,17.1821842,1.0,6.0,6.0,2.0,42.187535999946704,672,672.0,1.0,,,
290,296231.0,296255.0,1168.6572266,1168.673584,1168.6585693,0.0013428,0.0150146,0.0053852,1.160776,0.1067731,1.0540029,1.0,6.0,6.0,2.0,23.554655999760143,673,673.0,2.0,,,
291,299080.0,299104.0,1170.6291504,1170.6461182,1170.6304932,0.0013428,0.015625,0.022354,6.7481432,0.7722026,5.9759407,1.0,6.0,6.0,1.0,24.433631999963836,675,675.0,1.0,,,
292,299998.0,300046.0,1171.260498,1171.2939453,1171.2618408,0.0013428,0.0321045,0.017336,10.5848703,0.4452724,10.1395979,1.0,6.0,6.0,2.0,48.16411199972208,678,678.0,2.0,,,
293,301191.0,301219.0,1172.1105957,1172.1309814,1172.1153564,0.0047607,0.015625,0.0084169,5.1514339,1.0319127,4.1195211,1.0,6.0,6.0,2.0,29.355408000192256,679,679.0,1.0,,,
294,302074.0,302094.0,1172.7160645,1172.7303467,1172.7174072,0.0013428,0.0129395,0.0119833,4.0860691,0.1979509,3.8881183,1.0,6.0,6.0,1.0,20.566368000036164,682,682.0,1.0,,,
295,302418.0,302445.0,1172.953125,1172.972168,1172.9544678,0.0013428,0.0177002,0.0268975,8.959177,1.6188294,7.3403473,1.0,6.0,6.0,2.0,27.421920000015234,683,683.0,1.0,,,
296,302581.0,302601.0,1173.0655518,1173.079834,1173.0668945,0.0013428,0.0129395,0.0143335,2.9178836,0.8852409,2.0326428,1.0,6.0,6.0,1.0,20.566367999708746,684,684.0,1.0,,,
297,303014.0,303035.0,1173.3618164,1173.3760986,1173.3638916,0.0020752,0.012207,0.0160666,3.222558,0.6432488,2.5793095,1.0,6.0,6.0,1.0,20.566368000036164,686,686.0,1.0,,,
298,304882.0,304938.0,1174.6497803,1174.6885986,1174.6531982,0.003418,0.0354004,0.0297428,16.3449745,4.2250175,12.119957,1.0,6.0,6.0,2.0,55.8983520000038,691,691.0,1.0,,,
299,305405.0,305438.0,1175.0183105,1175.0415039,1175.0203857,0.0020752,0.0211182,0.0668477,26.6060009,4.2753358,22.3306656,1.0,6.0,6.0,2.0,33.39849599979061,692,692.0,1.0,,,
300,308560.0,308586.0,1178.175415,1178.194458,1178.1767578,0.0013428,0.0177002,0.0484408,15.3467722,1.3856934,13.9610786,1.0,6.0,6.0,1.0,27.421920000015234,695,695.0,1.0,,,
301,308596.0,308618.0,1178.2012939,1178.2161865,1178.2039795,0.0026855,0.012207,0.0109916,3.4032972,1.371483,2.0318143,1.0,6.0,6.0,1.0,21.44534399991244,696,696.0,2.0,,,
302,311343.0,311369.0,1182.8928223,1182.9105225,1182.8942871,0.0014648,0.0162354,0.0114164,3.7247605,0.4870763,3.2376842,1.0,6.0,6.0,1.0,25.488288000051398,699,699.0,1.0,,,
303,311393.0,311432.0,1182.9283447,1182.954834,1182.9310303,0.0026855,0.0238037,0.0133029,0.479682,0.6170067,-0.1373247,1.0,6.0,6.0,1.0,38.144591999807744,700,700.0,1.0,,,
304,311438.0,311472.0,1182.9589844,1182.9820557,1182.9616699,0.0026855,0.0203857,0.0328644,9.1040249,2.3986259,6.7053995,1.0,6.0,6.0,1.0,33.22267200011993,701,701.0,1.0,,,
305,311641.0,311669.0,1183.0985107,1183.1176758,1183.1013184,0.0028076,0.0163574,0.0244606,6.7647066,2.3429739,4.4217329,1.0,6.0,6.0,1.0,27.597744000013336,702,702.0,1.0,,,
306,312079.0,312107.0,1183.3989258,1183.4179688,1183.4023438,0.003418,0.015625,0.0129337,5.8421702,2.0312166,3.8109539,1.0,6.0,6.0,2.0,27.421920000015234,703,703.0,1.0,,,
307,315074.0,315097.0,1188.0981445,1188.1137695,1188.1000977,0.0019531,0.0136719,0.0079484,2.7728798,0.5074366,2.2654431,1.0,6.0,6.0,2.0,22.5,710,710.0,1.0,,,
308,315400.0,315459.0,1188.3208008,1188.3624268,1188.322876,0.0020752,0.0395508,0.0475731,24.1604424,2.6488407,21.5116005,1.0,6.0,6.0,2.0,59.94144000025699,711,711.0,1.0,,,
309,315558.0,315628.0,1188.4298096,1188.4775391,1188.4332275,0.003418,0.0443115,0.0844053,33.4476852,7.5594149,25.8882694,1.0,6.0,6.0,4.0,68.73048000008566,712,712.0,1.0,,,
310,316020.0,316042.0,1188.7452393,1188.7601318,1188.746582,0.0013428,0.0135498,0.0037115,1.097363,0.1947013,0.9026617,1.0,6.0,6.0,1.0,21.445199999798206,713,713.0,2.0,,,
311,316450.0,316477.0,1189.0394287,1189.0584717,1189.0407715,0.0013428,0.0177002,0.0115034,4.0532885,0.6614912,3.3917975,1.0,6.0,6.0,1.0,27.421920000015234,714,714.0,1.0,,,
312,316698.0,316724.0,1189.2104492,1189.2281494,1189.2124023,0.0019531,0.0157471,0.0133921,4.3312025,0.9550276,3.3761749,1.0,6.0,6.0,1.0,25.48828799972398,715,715.0,1.0,,,
313,316783.0,316805.0,1189.2683105,1189.2833252,1189.2717285,0.003418,0.0115967,0.0054374,2.5987098,1.063622,1.5350878,1.0,6.0,6.0,1.0,21.62116799991054,716,716.0,1.0,,,
314,317278.0,317314.0,1189.6088867,1189.6340332,1189.6123047,0.003418,0.0217285,0.0092759,4.8771725,0.9370126,3.94016,1.0,6.0,6.0,1.0,36.21095999984391,717,717.0,1.0,,,
315,318693.0,318735.0,1190.5802002,1190.6094971,1190.5836182,0.003418,0.0258789,0.0198875,8.9251785,2.180305,6.744873,1.0,6.0,6.0,2.0,42.187535999946704,718,718.0,1.0,,,
316,319192.0,319214.0,1190.9234619,1190.9384766,1190.9255371,0.0020752,0.0129395,0.0111337,2.8838813,0.6810848,2.2027965,1.0,6.0,6.0,1.0,21.621168000237958,719,719.0,1.0,,,
317,319407.0,319432.0,1191.0794678,1191.0964355,1191.0808105,0.0013428,0.015625,0.0154803,4.3583727,0.5071755,3.851197,1.0,6.0,6.0,1.0,24.43348800017702,720,720.0,1.0,,,
318,319444.0,319464.0,1191.1046143,1191.1188965,1191.1074219,0.0028076,0.0114746,0.0052428,1.6302743,0.5723631,1.0579112,1.0,6.0,6.0,1.0,20.566367999708746,721,721.0,1.0,,,
319,319552.0,319585.0,1191.1795654,1191.2041016,1191.1816406,0.0020752,0.0224609,0.0147707,7.0040174,0.4131443,6.5908732,1.0,6.0,6.0,2.0,35.332128000081866,722,722.0,1.0,,,
320,320208.0,320229.0,1191.6345215,1191.6508789,1191.6379395,0.003418,0.0129395,0.0063639,2.453058,0.4795371,1.973521,1.0,6.0,6.0,1.0,23.55465600008756,723,723.0,1.0,,,
321,321950.0,321980.0,1192.8571777,1192.8782959,1192.8599854,0.0028076,0.0183105,0.0337931,10.0036955,4.9476662,5.0560288,1.0,6.0,6.0,1.0,30.410208000066632,724,724.0,1.0,,,
322,322594.0,322663.0,1193.2978516,1193.3455811,1193.314209,0.0163574,0.0313721,0.0487209,21.0191231,2.7489283,18.2701931,1.0,6.0,6.0,3.0,68.73047999975824,725,725.0,1.0,,,
323,323013.0,323059.0,1193.5847168,1193.6166992,1193.5880127,0.0032959,0.0286865,0.010691,6.1820993,0.8098264,5.372273,1.0,6.0,6.0,2.0,46.05465600008756,727,727.0,1.0,,,
324,325221.0,325262.0,1195.1274414,1195.1560059,1195.1315918,0.0041504,0.0244141,0.0113154,5.1772561,0.9920424,4.1852136,1.0,6.0,6.0,1.0,41.13288000018656,731,731.0,1.0,,,
325,327341.0,327365.0,1196.5830078,1196.600708,1196.5864258,0.003418,0.0142822,0.0129597,3.8440962,1.2449282,2.5991678,1.0,6.0,6.0,1.0,25.488288000051398,735,735.0,1.0,,,
326,327572.0,327596.0,1196.7424316,1196.7593994,1196.7445068,0.0020752,0.0148926,0.0099585,3.0294797,0.997264,2.0322156,1.0,6.0,6.0,1.0,24.433631999963836,736,736.0,1.0,,,
327,327623.0,327660.0,1196.777832,1196.8037109,1196.7819824,0.0041504,0.0217285,0.036945,10.0057974,3.7221241,6.2836733,1.0,6.0,6.0,1.0,37.26561599993147,737,737.0,1.0,,,
328,328852.0,328918.0,1197.7988281,1197.8444824,1197.8022461,0.003418,0.0422363,0.1493597,60.4517288,14.2109766,46.2407532,1.0,6.0,6.0,2.0,65.74219200003427,740,740.0,1.0,,,
329,329076.0,329130.0,1197.954834,1197.9923096,1197.9561768,0.0013428,0.0361328,0.0364739,12.2269297,1.9424202,10.2845087,1.0,6.0,6.0,2.0,53.96486400015419,742,742.0,1.0,,,
330,331281.0,331305.0,1199.4663086,1199.482666,1199.4724121,0.0061035,0.0102539,0.0115396,1.4106992,0.4413049,0.9693944,1.0,6.0,6.0,1.0,23.55465600008756,743,743.0,2.0,,,
331,333946.0,333969.0,1201.3817139,1201.3973389,1201.3830566,0.0013428,0.0142822,0.0104111,2.2821333,0.3096588,1.9724745,1.0,6.0,6.0,2.0,22.5,748,748.0,1.0,,,
332,334698.0,334721.0,1201.8973389,1201.9129639,1201.8986816,0.0013428,0.0142822,0.0094617,2.435411,0.2830564,2.1523545,1.0,6.0,6.0,1.0,22.5,751,751.0,1.0,,,
333,337494.0,337534.0,1203.8276367,1203.8562012,1203.8297119,0.0020752,0.0264893,0.017163,7.9544659,1.5626286,6.3918371,1.0,6.0,6.0,2.0,41.13287999985914,754,754.0,1.0,,,
334,338013.0,338035.0,1204.1845703,1204.199585,1204.1866455,0.0020752,0.0129395,0.0132681,1.9537393,0.3634489,1.5902904,1.0,6.0,6.0,1.0,21.621168000237958,755,755.0,1.0,,,
335,338489.0,338512.0,1204.512207,1204.527832,1204.5142822,0.0020752,0.0135498,0.0173727,3.9394052,1.2317501,2.707655,1.0,6.0,6.0,1.0,22.5,756,756.0,1.0,,,
336,338851.0,338881.0,1204.7601318,1204.78125,1204.7614746,0.0013428,0.0197754,0.0378473,10.8396959,0.955672,9.8840237,1.0,6.0,6.0,2.0,30.410208000066632,757,757.0,1.0,,,
337,340127.0,340149.0,1205.635376,1205.6503906,1205.6367188,0.0013428,0.0136719,0.007529,1.8608681,0.1062253,1.7546428,1.0,6.0,6.0,2.0,21.621024000123725,759,759.0,1.0,,,
338,340559.0,340582.0,1206.0065918,1206.0223389,1206.008667,0.0020752,0.0136719,0.0158257,4.4345222,1.2019007,3.2326217,1.0,6.0,6.0,1.0,22.6758239999981,761,761.0,1.0,,,
339,340739.0,340760.0,1206.1306152,1206.1448975,1206.131958,0.0013428,0.0129395,0.0134135,2.2062221,0.4074724,1.7987496,1.0,6.0,6.0,1.0,20.566512000150396,762,762.0,1.0,,,
340,342637.0,342666.0,1207.4335938,1207.4533691,1207.4356689,0.0020752,0.0177002,0.0155946,6.7007952,1.278286,5.4225092,1.0,6.0,6.0,2.0,28.476431999988563,763,763.0,1.0,,,
341,342889.0,342925.0,1207.605957,1207.6311035,1207.609375,0.003418,0.0217285,0.0138358,6.2835426,1.1497948,5.1337476,1.0,6.0,6.0,2.0,36.210960000171326,764,764.0,1.0,,,
342,343905.0,343947.0,1208.3034668,1208.3327637,1208.3068848,0.003418,0.0258789,0.0217621,11.8967409,3.0167658,8.8799753,1.0,6.0,6.0,2.0,42.187535999946704,766,766.0,1.0,,,
343,344106.0,344141.0,1208.4417725,1208.4661865,1208.4450684,0.0032959,0.0211182,0.0362404,8.4351759,2.7827396,5.6524367,1.0,6.0,6.0,1.0,35.15615999996953,767,767.0,1.0,,,
344,344402.0,344443.0,1208.6459961,1208.6746826,1208.6494141,0.003418,0.0252686,0.0144216,8.5001049,1.1286075,7.3714972,1.0,6.0,6.0,1.0,41.30856000007043,768,768.0,1.0,,,
345,345543.0,345582.0,1209.440918,1209.4675293,1209.4429932,0.0020752,0.0245361,0.0132942,7.312995,0.8923429,6.4206519,1.0,6.0,6.0,2.0,38.32027200001903,770,770.0,1.0,,,
346,346582.0,346605.0,1210.1540527,1210.1697998,1210.1561279,0.0020752,0.0136719,0.0106453,3.2876792,0.45786,2.8298192,1.0,6.0,6.0,2.0,22.6758239999981,772,772.0,1.0,,,
347,346869.0,346896.0,1210.3502197,1210.3693848,1210.3516846,0.0014648,0.0177002,0.0138133,4.8984289,0.9092011,3.9892275,1.0,6.0,6.0,2.0,27.597744000013336,773,773.0,1.0,,,
348,347442.0,347493.0,1210.7480469,1210.7834473,1210.7501221,0.0020752,0.0333252,0.1227506,27.7718334,3.5818853,24.189949,1.0,6.0,6.0,2.0,50.976576000102796,774,774.0,1.0,,,
349,347774.0,347837.0,1210.9776611,1211.0218506,1210.980957,0.0032959,0.0408936,0.057304,18.2053356,3.363121,14.8422146,1.0,6.0,6.0,2.0,63.63288000018656,775,775.0,1.0,,,
350,348496.0,348520.0,1211.4748535,1211.4918213,1211.4761963,0.0013428,0.015625,0.0080835,3.5646598,0.5295366,3.0351233,1.0,6.0,6.0,1.0,24.433631999963836,776,776.0,1.0,,,
351,349346.0,349375.0,1212.0681152,1212.0878906,1212.0701904,0.0020752,0.0177002,0.0122777,3.0549927,0.5077365,2.5472562,1.0,6.0,6.0,1.0,28.476576000102796,777,777.0,1.0,,,
352,350237.0,350286.0,1212.6784668,1212.7138672,1212.6818848,0.003418,0.0319824,0.0359226,15.6102657,2.5592186,13.0510464,1.0,6.0,6.0,2.0,50.976576000102796,778,778.0,1.0,,,
353,355262.0,355289.0,1216.8702393,1216.8892822,1216.8729248,0.0026855,0.0163574,0.0239154,7.209887,1.6969229,5.5129642,1.0,5.0,5.0,2.0,27.421775999901,783,783.0,1.0,,,
354,357027.0,357063.0,1218.1595459,1218.1848145,1218.1629639,0.003418,0.0218506,0.0175128,11.0243549,1.716804,9.3075514,1.0,5.0,5.0,3.0,36.38678399984201,784,784.0,1.0,,,
355,358756.0,358799.0,1219.3475342,1219.3768311,1219.3496094,0.0020752,0.0272217,0.0124047,3.1044636,0.7737589,2.3307047,1.0,5.0,5.0,1.0,42.187535999946704,788,788.0,1.0,,,
356,362020.0,362044.0,1221.6634521,1221.6804199,1221.6647949,0.0013428,0.015625,0.0123062,3.7224317,0.7618449,2.9605868,1.0,5.0,5.0,1.0,24.433631999963836,793,793.0,1.0,,,
357,362898.0,362956.0,1222.2655029,1222.3063965,1222.2675781,0.0020752,0.0388184,0.0912232,45.624157,5.2338367,40.3903198,1.0,5.0,5.0,2.0,58.88678399984201,794,794.0,1.0,,,
358,363011.0,363037.0,1222.3438721,1222.3615723,1222.34729,0.003418,0.0142822,0.0070749,2.5169485,0.5417644,1.975184,1.0,5.0,5.0,1.0,25.488288000051398,795,795.0,1.0,,,
359,363330.0,363396.0,1222.5618896,1222.6081543,1222.5802002,0.0183105,0.0279541,0.2605805,71.0683517,34.7520905,36.3162613,1.0,5.0,5.0,1.0,66.62116799991054,796,796.0,2.0,,,
360,365114.0,365154.0,1223.7954102,1223.8226318,1223.7988281,0.003418,0.0238037,0.0133582,10.9561329,1.2997663,9.6563663,1.0,5.0,5.0,2.0,39.19910399978107,798,798.0,1.0,,,
361,369577.0,369598.0,1226.8959961,1226.9102783,1226.8980713,0.0020752,0.012207,0.0092268,2.3839645,0.4701473,1.9138172,1.0,5.0,5.0,1.0,20.566368000036164,801,801.0,1.0,,,
362,371373.0,371442.0,1228.1342773,1228.1812744,1228.1384277,0.0041504,0.0428467,0.0736247,31.9998341,5.5099044,26.4899292,1.0,5.0,5.0,2.0,67.6758239999981,804,804.0,1.0,,,
363,371507.0,371530.0,1228.2261963,1228.2419434,1228.2276611,0.0014648,0.0142822,0.0118133,3.5828335,0.3034587,3.2793748,1.0,5.0,5.0,2.0,22.6758239999981,805,805.0,1.0,,,
364,372026.0,372051.0,1228.5817871,1228.5994873,1228.5845947,0.0028076,0.0148926,0.0140047,4.695281,1.30866,3.386621,1.0,5.0,5.0,1.0,25.488288000051398,806,806.0,1.0,,,
365,372446.0,372494.0,1228.9312744,1228.9645996,1228.9346924,0.003418,0.0299072,0.0225889,9.8116913,2.8185005,6.9931903,1.0,5.0,5.0,2.0,47.9882880000514,808,808.0,2.0,,,
366,374220.0,374250.0,1230.1634521,1230.1845703,1230.1674805,0.0040283,0.0170898,0.0117228,4.8118095,0.9354724,3.8763373,1.0,5.0,5.0,1.0,30.410207999739214,809,809.0,1.0,,,
367,375936.0,375957.0,1231.3397217,1231.354126,1231.3417969,0.0020752,0.0123291,0.0221727,4.472611,1.4647504,3.0078604,1.0,5.0,5.0,1.0,20.742192000034265,811,811.0,1.0,,,
368,379929.0,379954.0,1234.1577148,1234.175415,1234.1617432,0.0040283,0.0136719,0.010119,4.4819427,1.9283385,2.5536044,1.0,5.0,5.0,1.0,25.488288000051398,817,817.0,1.0,,,
369,381086.0,381107.0,1234.9559326,1234.9703369,1234.9580078,0.0020752,0.0123291,0.0203796,4.6046472,0.7563198,3.8483274,1.0,5.0,5.0,1.0,20.742191999706847,818,818.0,1.0,,,
370,383327.0,383355.0,1236.5634766,1236.583252,1236.5648193,0.0013428,0.0184326,0.0129115,3.631578,0.3743742,3.2572038,1.0,5.0,5.0,1.0,28.476575999775378,819,819.0,1.0,,,
371,384086.0,384130.0,1237.0838623,1237.1152344,1237.0880127,0.0041504,0.0272217,0.0237369,11.6518545,1.2925632,10.3592911,1.0,5.0,5.0,2.0,45.1758239999981,820,820.0,1.0,,,
372,384259.0,384280.0,1237.2044678,1237.2194824,1237.2058105,0.0013428,0.0136719,0.0083591,1.8463609,0.4222569,1.4241041,1.0,5.0,5.0,1.0,21.621024000123725,821,821.0,1.0,,,
373,385217.0,385246.0,1237.8631592,1237.8829346,1237.8658447,0.0026855,0.0170898,0.0180425,6.3239388,1.4433388,4.8806,1.0,5.0,5.0,1.0,28.476576000102796,823,823.0,1.0,,,
374,386182.0,386202.0,1238.5279541,1238.5422363,1238.5292969,0.0013428,0.0129395,0.0246177,5.1506829,1.3931204,3.7575626,1.0,5.0,5.0,1.0,20.566368000036164,826,826.0,1.0,,,
375,387709.0,387729.0,1239.585083,1239.5993652,1239.5864258,0.0013428,0.0129395,0.0175894,4.8223209,0.9466484,3.8756726,1.0,5.0,5.0,1.0,20.566368000036164,827,827.0,1.0,,,
376,389363.0,389385.0,1240.7266846,1240.7423096,1240.7280273,0.0013428,0.0142822,0.0101891,3.6885476,0.6294494,3.0590982,1.0,5.0,5.0,1.0,22.5,829,829.0,1.0,,,
377,389757.0,389791.0,1240.9984131,1241.0216064,1241.0012207,0.0028076,0.0203857,0.0115194,3.3999238,0.5445927,2.8553309,1.0,5.0,5.0,1.0,33.3983520000038,830,830.0,1.0,,,
378,390055.0,390089.0,1241.2041016,1241.2280273,1241.2069092,0.0028076,0.0211182,0.0210557,8.1176157,1.8917611,6.2258544,1.0,5.0,5.0,2.0,34.45300799976394,832,832.0,1.0,,,
379,392084.0,392113.0,1242.6489258,1242.6700439,1242.6502686,0.0013428,0.0197754,0.0346339,10.706233,2.0570672,8.6491661,1.0,5.0,5.0,1.0,30.410064000279817,835,835.0,1.0,,,
380,394137.0,394158.0,1244.0629883,1244.0772705,1244.0649414,0.0019531,0.0123291,0.0056285,2.0039606,0.1978408,1.8061198,1.0,5.0,5.0,1.0,20.566368000036164,838,838.0,1.0,,,
381,394892.0,394944.0,1244.5819092,1244.6187744,1244.5853271,0.003418,0.0334473,0.0157106,10.8407269,1.2665675,9.5741596,1.0,5.0,5.0,2.0,53.0858879999505,840,840.0,1.0,,,
382,399701.0,399729.0,1248.8078613,1248.8275146,1248.8098145,0.0019531,0.0177002,0.0200042,5.344388,1.1461148,4.1982732,1.0,5.0,5.0,1.0,28.300752000104694,842,842.0,1.0,,,
383,399821.0,399859.0,1248.8902588,1248.9174805,1248.8936768,0.003418,0.0238037,0.0279035,17.3462086,2.6108308,14.7353773,1.0,5.0,5.0,3.0,39.199247999895306,844,844.0,1.0,,,
384,400356.0,400377.0,1249.2614746,1249.2757568,1249.262085,0.0006104,0.0136719,0.0111683,3.3722739,0.2824332,3.0898407,1.0,5.0,5.0,1.0,20.566368000036164,846,846.0,1.0,,,
385,401376.0,401399.0,1249.9609375,1249.9766846,1249.9624023,0.0014648,0.0142822,0.016734,4.6964235,0.439196,4.2572274,1.0,5.0,5.0,1.0,22.6758239999981,848,848.0,1.0,,,
386,401670.0,401733.0,1250.1633301,1250.2069092,1250.1652832,0.0019531,0.041626,0.0273249,17.4002914,0.6369394,16.7633514,1.0,5.0,5.0,2.0,62.75390399998287,849,849.0,1.0,,,
387,401931.0,401978.0,1250.3417969,1250.3737793,1250.3444824,0.0026855,0.0292969,0.0273894,14.7833729,1.5813988,13.2019739,1.0,5.0,5.0,2.0,46.05465600008756,850,850.0,1.0,,,
388,402267.0,402299.0,1250.5726318,1250.5944824,1250.5760498,0.003418,0.0184326,0.0230848,9.0726881,1.7466536,7.326035,1.0,5.0,5.0,1.0,31.464864000154193,851,851.0,1.0,,,
389,402478.0,402499.0,1250.7265625,1250.7408447,1250.7279053,0.0013428,0.0129395,0.0082675,2.6681623,0.3285975,2.3395648,1.0,5.0,5.0,1.0,20.566368000036164,853,853.0,1.0,,,
390,403245.0,403294.0,1251.2531738,1251.2872314,1251.2565918,0.003418,0.0306396,0.0357229,13.4123125,2.3026464,11.1096668,1.0,5.0,5.0,2.0,49.04294400013896,856,856.0,2.0,,,
391,404326.0,404353.0,1251.9969482,1252.0159912,1251.9996338,0.0026855,0.0163574,0.0088657,3.4010184,0.6227584,2.7782602,1.0,5.0,5.0,1.0,27.421920000015234,857,857.0,1.0,,,
392,409282.0,409323.0,1255.4095459,1255.4373779,1255.4162598,0.0067139,0.0211182,0.0134847,8.3776579,1.4125973,6.9650607,1.0,5.0,5.0,2.0,40.078079999984766,864,864.0,1.0,,,
393,409451.0,409482.0,1255.5246582,1255.5471191,1255.5341797,0.0095215,0.0129395,0.0088145,2.7091677,0.7312522,1.9779156,1.0,5.0,5.0,2.0,32.343695999916235,865,865.0,2.0,,,
394,410484.0,410509.0,1256.2357178,1256.2528076,1256.2370605,0.0013428,0.0157471,0.0076483,1.9198195,0.1680507,1.7517688,1.0,5.0,5.0,1.0,24.609312000175123,866,866.0,2.0,,,
