,time,mean,std,var,detrended_flux,df_flux_err
0,1683.356175889157,0.9989919143204704,0.000512852734708874,2.6301792749837066e-07,0.9994339,0.0013369472
1,1683.35756479771,0.9989693074916607,0.0004932239827747489,2.4326989718418586e-07,1.0009445,0.0013376912
2,1683.3589537062635,0.9989472222297787,0.00047447089987846737,2.251226348314826e-07,0.99981064,0.0013381386
3,1683.3603426145833,0.9989257031174441,0.0004566362503332463,2.0851666511840715e-07,1.0003197,0.001336915
4,1683.3617315231356,0.9989048118248128,0.00043975603965252873,1.9338537441087643e-07,0.999212,0.0013372067
5,1683.363120431456,0.9988846269145563,0.00042385921052154926,1.7965663034395103e-07,1.000046,0.0013377802
6,1683.3645093397763,0.9988652362840942,0.0004089672789410703,1.6725423524446321e-07,1.0004884,0.001338524
7,1683.3658982483298,0.9988467441683995,0.00039509400316966843,1.5609927134063396e-07,0.99869686,0.0013370825
8,1683.36728715665,0.9988292734220047,0.0003822450833841224,1.4611130377133466e-07,0.99838054,0.0013363897
9,1683.3686760652026,0.9988129479300502,0.00037041790722896627,1.3720942599588705e-07,1.001204,0.0013383041
10,1683.3700649735224,0.9987978922285189,0.00035960144853956994,1.2931320179175696e-07,0.99844015,0.001338966
11,1683.3714538818426,0.9987842523945697,0.00034977630166958086,1.2234346120964963e-07,0.9975444,0.0013361784
12,1683.3728427901633,0.9987721731532663,0.0003409149296389079,1.1622298925070154e-07,0.9999276,0.0013374927
13,1683.3742316987164,0.9987617879704934,0.00033298211270287113,1.1087708738006757e-07,0.9965845,0.0013363134
14,1683.375620607037,0.9987532325344097,0.00032593563858062904,1.0623404049696245e-07,1.0012295,0.0013379764
15,1683.3770095153573,0.9987466287813566,0.0003197271904890289,1.0222547633800779e-07,0.99903303,0.0013383045
16,1683.378398423677,0.9987421179027032,0.00031430343313099536,9.878664807793007e-08,0.9960862,0.0013367083
17,1683.3797873322303,0.9987398424590409,0.0003096072182961017,9.585662962104997e-08,0.9981149,0.001337815
18,1683.3811762405512,0.9987399161566718,0.0003055788604754923,9.337843996950042e-08,0.996848,0.0013355929
19,1683.382565148871,0.9987424336680955,0.0003021574117077747,9.129910144994168e-08,0.9982454,0.0013369279
20,1683.3839540571907,0.998747466409146,0.00029928188187332055,8.95696448176362e-08,0.9977605,0.001337247
21,1683.3853429655114,0.9987550721668791,0.0002968923502447352,8.814506763384254e-08,0.9978078,0.0013365768
22,1683.3867318738312,0.998765293741883,0.00029493092756273034,8.69842520330125e-08,0.99818885,0.0013380179
23,1683.3881207821514,0.9987781590183746,0.0002933425429837532,8.60498475241751e-08,0.99948364,0.0013400337
24,1683.3895096904726,0.9987936880345102,0.00029207555341474614,8.530812890253023e-08,0.9960428,0.0013374736
25,1683.3908985987923,0.998811898115867,0.00029108217390244465,8.472883196377303e-08,0.9980657,0.0013370985
26,1683.392287507112,0.9988327772535126,0.0002903187340118107,8.428496731822051e-08,0.9987516,0.0013378906
27,1683.3936764154323,0.998856297314148,0.0002897457918120697,8.395262387280323e-08,1.0011939,0.0013381708
28,1683.395065323752,0.9988824319458355,0.0002893281295787715,8.371076656555037e-08,0.99941444,0.0013386623
29,1683.3964542320728,0.9989111781384149,0.0002890346511566768,8.354102956926183e-08,1.0000373,0.001337698
30,1683.3978431403937,0.9989425455956557,0.00028883820400396214,8.342750809223444e-08,0.9961017,0.001336046
31,1683.3992320484804,0.9989765481390311,0.0002887153440484239,8.335654988899978e-08,0.99716985,0.0013361145
32,1683.4006209568001,0.9990131677260828,0.0002886460635618092,8.331655000972797e-08,0.99786824,0.0013374033
33,1683.4020098651208,0.9990523565336694,0.0002886135031457201,8.329775419804458e-08,1.0006615,0.0013405104
34,1683.4033987734406,0.9990940532728282,0.00028860365982855195,8.329207246643452e-08,0.99705285,0.0013367054
35,1683.404787681528,0.999138203460399,0.0002886050971520425,8.329290210213988e-08,0.9973441,0.0013365711
36,1683.406176589849,0.9991847301946255,0.00028860865080117455,8.329495331727432e-08,1.0006965,0.0013387504
37,1683.4075654981689,0.9992335357851372,0.00028860715258451053,8.329408852293893e-08,0.9981612,0.0013406612
38,1683.4089544064886,0.9992845293441254,0.0002885951778066206,8.328717665323496e-08,1.0003091,0.0013384088
39,1683.410343314576,0.9993376143915945,0.0002885688094259965,8.32719577735371e-08,0.99853104,0.0013375658
40,1683.4117322228972,0.9993926989571854,0.00028852541271774744,8.32469137839465e-08,1.001995,0.0013390705
41,1683.4131211312178,0.999449690976368,0.00028846343152324805,8.321115132616762e-08,0.9995291,0.0013407534
42,1683.4145100393048,0.9995085217871069,0.0002883822101274021,8.31642991179651e-08,0.9996058,0.0013386012
43,1683.415898947625,0.9995691293858165,0.00028828183357634547,8.310641557013976e-08,1.0004234,0.0013380896
44,1683.417287855712,0.9996314541171646,0.00028816297844106337,8.303790214402476e-08,1.0000831,0.0013407675
45,1683.4186767640317,0.9996954454577337,0.000288026783501051,8.295942801396131e-08,0.99978447,0.0013375934
46,1683.42006567212,0.9997610588798089,0.00028787474134240974,8.28718667029593e-08,0.9990411,0.0013379115
47,1683.4214545804402,0.9998282492437288,0.0002877085949422824,8.277623560366233e-08,1.0002741,0.0013387157
48,1683.4228434885272,0.999896964589993,0.0002875302531248906,8.267364646206365e-08,0.9986017,0.0013380582
49,1683.4242323968476,0.9999671515876477,0.0002873417201978979,8.256526416628702e-08,1.0006269,0.001339151
50,1683.4256213049343,1.0000387457644293,0.00028714503539881635,8.24522713541875e-08,1.0016882,0.0013407369
