,time,flux,flux_err,gp_st_dev
10908,1.4340816176335764,0.3375539981380156,0.017342445663517635,0.029290168936600674
10909,1.8347666581822806,0.31085943972206187,0.017338542333301774,0.030893065888860864
10910,2.2354516987309845,0.1284524312517244,0.0173117398201041,0.032496687208308554
10911,2.6361955669132144,0.20895971230024216,0.017324048728812033,0.03409827752921804
10912,3.0368805732199897,0.14544616790697104,0.017315215351705427,0.03569482301013203
10913,3.4375656180489353,0.13944006507123674,0.017313437197464133,0.03728437040082385
10914,3.8381918309641136,0.1641947106236299,0.017316116120216777,0.03886478291198419
10915,4.238935699146343,0.09085081074180819,0.017302075291403537,0.04043507851070539
10916,4.639620705453119,0.12116407413589081,0.0173084524136078,0.04199307418283683
10917,5.040364573769106,0.08103669040841073,0.017302301679241787,0.043537892584604714
10918,5.4410496141840525,0.08693493114814597,0.01730020785745139,0.04506787353685454
10919,5.841734659012998,0.07281789041342501,0.01729924066058374,0.04658214623399426
10920,6.242419699427945,0.09776887249635695,0.017301431733487756,0.04807970331768271
10921,6.643163533502003,0.05583678898431986,0.01729538622163811,0.04955983133018692
10922,7.043789746417182,0.029883558491365748,0.017290798413638994,0.05102102072193983
10923,7.444474791246127,0.08137286163142961,0.017296597343430073,0.052463115750182726
10924,7.845218659428356,0.05037849923475399,0.017291932478537653,0.05388535561447966
10925,8.245903665735133,-0.012710711097570776,0.017280346310346206,0.055286615870883654
10926,-0.5796631224373496,0.03750642385160162,0.02813833922575443,0.02132497391371518
10927,0.007499132635931931,0.9468308720921523,0.028297066488700957,0.022017599047775144
10928,0.5945751815384578,0.54020292106688,0.02821953642021742,0.022664491052916097
10929,1.1818236984486976,0.3098920097718341,0.028172264240581557,0.023261149052964895
10930,1.7689859535219792,0.21952518735460666,0.028160785592540427,0.02380319114015057
10931,2.356148208399253,0.16628954922332423,0.02815562365314689,0.024287202140338908
10932,2.9433967192332524,0.12058524891559098,0.028148969489508006,0.024710279850847013
10933,3.530558974110526,0.08651621142661048,0.028144220954055204,0.02506984360163125
10934,4.117721235260048,0.17511760466458784,0.028153861292297265,0.025363973724004497
10935,4.704883540315308,0.09955614166486187,0.028144124291755907,0.025591127766532124
10936,5.292045795192581,0.10887015615692222,0.028144242530461296,0.02575018852393073
10937,5.879208050069855,0.045779729828009735,0.02813571121949238,0.02584045202343739
10938,6.466370355125115,0.0645855066006501,0.02813745459310464,0.025861621362260154
10939,7.053618815781128,0.14190164691084495,0.02814547238560856,0.02581379439127348
10940,7.64078107693065,0.12494567195108491,0.028142808130984274,0.025697507518920065
10941,8.22794338198591,0.002216013941269717,0.028121455256459038,0.02551370498987804
10942,8.815191842641923,0.08365641533294703,0.028135355640319975,0.025263733483796097
10943,9.402354097519197,0.04139613684886808,0.028129139046196648,0.024949521753520266
10944,9.989516402574457,0.020466116298689174,0.02812504902265778,0.024573393220396592
10945,10.576678663723978,0.07431020995395499,0.02813124921871248,0.024138245788889377
10946,-0.7031826777083922,0.012380735126395424,0.016841716604705882,0.014418157234410148
10947,-0.47040097598823405,-0.009859722339779923,0.016838472039272755,0.015006180902928193
10948,-0.23758511772072882,0.7844318167950164,0.01693548316025328,0.015576122287079037
10949,-0.0048034358937257835,0.8010123118774237,0.016949576981886406,0.016124795539032677
10950,0.22797826831307677,0.8655700833148242,0.016943974551805928,0.016649589246783194
10951,0.460794126580582,0.7874793612596357,0.016933927328781944,0.01714816219410111
10952,0.693575808407585,0.46182299764263546,0.016904232088925063,0.017618208618487275
10953,0.9263233336872411,0.4610097999174287,0.016891111175098547,0.01805780945582433
10954,1.1591391919547462,0.3323450663671045,0.01687367067376356,0.018465424849746077
10955,1.3919208936749043,0.27769560358494055,0.01686523983238031,0.018839329378665986
10956,1.6247025780662594,0.23455571120901186,0.016857782925077735,0.01917821932230338
10957,1.857518436256057,0.17394803885866444,0.016847781884386345,0.019480931223859767
10958,2.0903001378985078,0.15976738445936808,0.016841938279902328,0.01974632155630677
10959,2.3230818198032184,0.18660993326642725,0.016844233541832166,0.01997352531864359
10960,2.5558635215233765,0.1418209257846845,0.01683555382898995,0.02016176633533617
10961,2.7886452058370237,0.13043373070114828,0.01683091199142739,0.02031039902374706
10962,3.0214268876640267,0.13238404759908512,0.016827807512403124,0.020418904547511448
10963,3.2542427658246873,0.10528419534228753,0.016820898635447307,0.020486894923034255
10964,3.4870244476516903,0.10983636997939919,0.01681786086423679,0.020514077270639322
10965,3.7198061492941408,0.08391099210006035,0.016810774441869004,0.02050031304229234
10966,3.952587833685496,0.04355478183691347,0.016802143477044524,0.020445572338170848
10967,4.185403692030708,0.11370736736268972,0.016806696541901103,0.020349931154884822
10968,4.418185393673159,0.0822581486128203,0.016799428982162152,0.020213635974429607
10969,4.65093289905966,0.07191199149767712,0.016794067726485208,0.02003705204077904
10970,4.883748777220321,0.08946862632918252,0.016792516000110107,0.019820574127598536
10971,5.116530459047324,0.0757605027798379,0.016787320487693467,0.019564910878679682
10972,5.3493121433609705,0.06604477199623872,0.01678215781604667,0.019270804454051833
10973,5.582093845081129,0.08491861036583796,0.01678117977686977,0.018939185575920964
10974,5.8149097033486346,0.05298482827314125,0.016773827549521066,0.01857110143368169
10975,-1.1547671491311204,-0.01797575947133175,0.015700073075238196,0.01723252163543585
10976,-0.785197994544036,-0.045768955721710664,0.0156962957882646,0.017886014665291612
10977,-0.4155745728729711,0.21461816926531094,0.015727074670812698,0.018518493612057825
10978,-0.04589685240710566,0.9311707405069702,0.015890121520440247,0.019128117945240306
10979,0.3237265691405709,0.6564127259207396,0.015786596495390944,0.019713065302370648
10980,0.6934042620908222,0.5557148468073382,0.015765619777410998,0.020272028268932103
10981,1.063027683761887,0.41732300526929406,0.015747246737049653,0.020803509205759234
10982,1.432651105432952,0.33879083109518815,0.015736260475959236,0.021306388874001228
10983,1.8023288258988175,0.2469742739088298,0.015723846530052325,0.021779648966718135
10984,2.1718979803625134,0.2511509481158887,0.015722971328275,0.022222109555617202
10985,2.5415214059820075,0.22212657025633145,0.01571732255863377,0.02263309341486868
10986,2.9111990948604416,0.20311276601834466,0.015713581500056185,0.02301179967864464
10987,3.2808225165315066,0.1806199507728458,0.01570893949847253,0.02335741678788181
10988,3.650445938202571,0.17135525854527614,0.015705765223616754,0.023669384205515728
10989,4.020123658668437,0.1462207711621018,0.015701388261351288,0.023947199526180053
10990,4.389747080339502,0.1317735102185974,0.01569747702465033,0.02419031501371841
10991,4.759370505958995,0.10930736824149377,0.01569283073286189,0.024398379874902648
10992,5.128939660422692,0.10533593572823599,0.01569062509090999,0.02457104700024608
10993,5.498617349301125,0.07305138949866873,0.015685050684818472,0.024708128282454316
10994,5.868240771095579,0.0947170442952126,0.015685885844684413,0.02480936579908213
10995,6.237864224107299,0.06933115314766816,0.01568106508456781,0.024874658231480527
10996,6.60754191705755,0.01699495124278924,0.015672941820141124,0.024903948062189537
10997,6.977165338852004,0.03216970511629797,0.015673672108334404,0.02489723201461292
10998,7.34678876039968,0.03183917708568031,0.015671965560206506,0.02485458666923988
10999,7.7164122136581765,0.010573519856641995,0.015667727791252032,0.024776146080440625
11000,8.08608990253661,-0.0005049493086597251,0.015665089315305684,0.02466208978067723
11001,8.455659060948735,-0.015438729780067944,0.015662426051509436,0.02451274010183053
11002,8.8252824826198,-0.0037354962981505303,0.01566249231133898,0.02432836968902725
