     -3.7179487,     -0.0057983,      0.0493545
     -3.4102564,     -0.0196790,      0.0493409
     -3.1282051,      0.0883019,      0.0493287
     -2.8461537,      0.0769591,      0.0493220
     -2.5641026,      0.0539807,      0.0493033
     -2.2820513,     -0.0295576,      0.0492985
     -2.0000000,     -0.0911913,      0.0492886
     -1.7179487,     -0.0371520,      0.0492785
     -1.4102564,     -0.0362149,      0.0492663
     -1.1282052,     -0.0784624,      0.0492520
     -0.8461539,      0.0012690,      0.0492444
     -0.5641026,     -0.0190348,      0.0492266
      0.0000000,      1.0000000,      0.0492133
      0.3076923,      0.5442974,      0.0492064
      0.5897436,      0.6255320,      0.0492002
      0.8717949,      0.3927414,      0.0492092
      1.1538461,      0.3099254,      0.0492116
      1.4358975,      0.4483815,      0.0492248
      1.7179487,      0.3754441,      0.0492327
      2.0256410,      0.2049510,      0.0492390
      2.3076923,      0.2248057,      0.0492485
      2.5897436,      0.4284487,      0.0492507
      2.8717949,      0.4181211,      0.0492671
      3.1538463,      0.3018234,      0.0492780
      3.4358974,      0.2716411,      0.0492882
      3.7435896,      0.1740853,      0.0492984
      4.0256410,      0.1733240,      0.0493105
      4.3076925,      0.2317754,      0.0493227
      4.5897436,      0.1456601,      0.0493274
      4.8717947,      0.1382414,      0.0493438
      5.1538463,      0.1398813,      0.0493513
      5.4358974,      0.1829487,      0.0493599
      5.7435899,      0.0891023,      0.0493692
      6.0256410,      0.1373629,      0.0493809
      6.3076925,      0.0542540,      0.0493851
      6.5897436,      0.0310609,      0.0493937
      6.8717947,      0.2062590,      0.0493903
      7.1538463,      0.0897271,      0.0494042
      7.4615383,      0.0018742,      0.0494080
      7.7435899,     -0.0113818,      0.0494173
      8.0256414,     -0.0020499,      0.0494266
      8.3076925,     -0.0059349,      0.0494354
      8.5897436,     -0.0668853,      0.0494404
      8.8717947,      0.1150092,      0.0494516
      9.1794872,      0.0009371,      0.0494559
      9.4615383,     -0.0983171,      0.0494661
      9.7435894,      0.0062864,      0.0494772
     10.0256414,     -0.0566163,      0.0494819
     10.3076925,     -0.0362344,      0.0494932
     10.5897436,     -0.0969896,      0.0494934
     10.8974361,     -0.0810980,      0.0495064
     11.1794872,     -0.0096638,      0.0495135
     11.4615383,      0.0175706,      0.0495273
     11.7435894,      0.0836164,      0.0495318
     12.0256414,      0.0027527,      0.0495439
     12.3076925,     -0.1312327,      0.0495553
     12.5897436,     -0.0374839,      0.0495650
     12.8974361,     -0.0424037,      0.0495661
     13.1794872,     -0.0565577,      0.0495778
     13.4615383,     -0.0451173,      0.0495872
     13.7435894,     -0.0443364,      0.0495972
     -3.8437500,      0.0313014,      0.0591398
     -3.5000000,     -0.1783685,      0.0591300
     -3.1250000,     -0.1788381,      0.0591312
     -2.7812500,     -0.0709623,      0.0591313
     -2.4375000,     -0.1599822,      0.0591368
     -2.0937500,     -0.1207439,      0.0591386
     -1.7500000,     -0.2873949,      0.0591349
     -1.4062500,     -0.1715353,      0.0591352
     -1.0312500,     -0.0827737,      0.0591386
     -0.6875000,      0.2861504,      0.0591438
      0.0000000,      1.0000000,      0.0591445
      0.3437500,      0.5757056,      0.0591473
      0.6875000,      0.4292490,      0.0591386
      1.0625000,      0.3739961,      0.0591490
      1.4062500,      0.2032123,      0.0591493
      1.7500000,      0.2145776,      0.0591515
      2.0937500,      0.0498051,      0.0591494
      2.4375000,      0.2149768,      0.0591496
      2.7812500,      0.1277180,      0.0591465
      3.1562500,      0.0005166,      0.0591489
      3.5000000,      0.1584558,      0.0591398
      3.8437500,      0.0881745,      0.0591456
      4.1875000,     -0.0002583,      0.0591499
      4.5312500,     -0.0990232,      0.0591475
      4.8750000,     -0.0609120,      0.0591552
      5.2187500,      0.0480440,      0.0591542
      5.5937500,     -0.0557225,      0.0591514
      5.9375000,     -0.0391678,      0.0591509
      6.2812500,      0.0567792,      0.0591382
      6.6250000,     -0.0401540,      0.0591349
      6.9687500,     -0.0341427,      0.0591309
      7.3125000,      0.0817170,      0.0591346
      7.6875000,      0.0385808,      0.0591264
      8.0312500,     -0.0562626,      0.0591154
      8.3750000,      0.0184568,      0.0591192
      8.7187500,      0.1214014,      0.0591095
     -2.0971761,     -0.0484142,      0.1145946
     -1.8687707,     -0.3094060,      0.1145740
     -1.6196014,     -0.1154771,      0.1145834
     -1.3911960,      0.1580834,      0.1146288
     -1.1627907,     -0.0001815,      0.1146532
     -0.9343854,     -0.0788148,      0.1146815
     -0.7059801,      0.1274559,      0.1147081
     -0.4775748,     -0.0544036,      0.1147278
     -0.2491694,      0.3756976,      0.1147568
      0.0000000,      1.0000000,      0.1147744
      0.2284053,      0.5793366,      0.1148122
      0.4568106,      0.2776895,      0.1148309
      0.6852160,     -0.1615318,      0.1148673
      0.9136212,      0.3915786,      0.1148975
      1.1420265,      0.4096828,      0.1149150
      1.3911960,      0.3419393,      0.1149548
      1.6196014,      0.0622987,      0.1149660
      1.8480066,      0.3483370,      0.1150021
      2.0764120,     -0.1295431,      0.1150186
      2.3048172,      0.1697446,      0.1150483
      2.7823920,      0.8397387,      0.1150988
      3.0107973,      0.3367666,      0.1151337
      3.2392027,      0.3350424,      0.1151452
      3.4676080,      0.3498344,      0.1151647
      3.6960132,      0.4944870,      0.1152083
      3.9244187,      0.2113526,      0.1151801
      4.1735883,      0.3575934,      0.1151685
      4.4019933,      0.3126276,      0.1151810
      4.6303988,      0.2063614,      0.1151633
      4.8588042,      0.2766006,      0.1151505
      5.0872092,      0.5556059,      0.1151429
      5.3156147,      0.5606425,      0.1151322
